"brand","hardness"
"Х5ВФ","Твердость 15Х5ВФ , Трубы горячедеформир. ГОСТ 550-75/HB 10 -1 = 170 МПа"
"Х5М","Твердость 15Х5М горячекатанного отожженного , ГОСТ 20072-74/HB 10 -1 = 217 МПа;Твердость 15Х5М , Трубы горячедеформир. ГОСТ 550-75/HB 10 -1 = 170 МПа"
"Х6СЮ",""
"ХН28ВМАБ",""
"ХН32Т",""
"ХН33БС",""
"ХН35ВТ","Твердость ХН35ВТ ,/HB 10 -1 = 217 - 255 МПа"
"ХН35ВТР","Твердость ХН35ВТР ,/HB 10 -1 = 217 МПа"
"ХН35ВТЮ","Твердость ХН35ВТЮ ,/HB 10 -1 = 302 - 354 МПа"
"ХН38ВБ",""
"ХН38ВТ",""
"ХН45Ю",""
"ХН51ВМТЮКФР-ВД","Твердость ХН51ВМТЮКФР-ВД после закалки и старения , Пруток ГОСТ 23705-79/HB 10 -1 = 285 - 341 МПа"
"ХН51ВМТЮКФР","Твердость ХН51ВМТЮКФР-ВД после закалки и старения , Пруток ГОСТ 23705-79/HB 10 -1 = 285 - 341 МПа"
"ХН55М6ВЮ",""
"ХН55МВЮ",""
"ХН56ВМКЮ-ВД","Твердость ХН56ВМКЮ-ВД после закалки и старения , Пруток ГОСТ 23705-79/HB 10 -1 = 302 - 363 МПа"
"ХН56ВМКЮ","Твердость ХН56ВМКЮ после закалки и старения , Пруток ГОСТ 23705-79/HB 10 -1 = 302 - 363 МПа"
"ХН56ВМТЮ",""
"ХН57МТВЮ",""
"ХН58ВМКЮР-ВД","Твердость ХН58ВМКЮР-ВД после закалки и старения , Пруток ГОСТ 23705-79/HB 10 -1 = 302 - 352 МПа"
"ХН58ВМКЮР","Твердость ХН58ВМКЮР-ВД после закалки и старения , Пруток ГОСТ 23705-79/HB 10 -1 = 302 - 352 МПа"
"ХН60ВТ",""
"ХН60МЮВТ-ВД","Твердость ХН60МЮВТ-ВД после закалки и старения , Пруток ГОСТ 23705-79/HB 10 -1 = 285 - 363 МПа"
"ХН60МЮВТ","Твердость ХН60МЮВТ-ВД после закалки и старения , Пруток ГОСТ 23705-79/HB 10 -1 = 285 - 363 МПа"
"ХН60Ю",""
"ХН62ВМКЮ",""
"ХН62МВКЮ-ВД",""
"ХН62МВКЮ",""
"ХН65ВМТЮ-ВД",""
"ХН65ВМТЮ-ВИ",""
"ХН65ВМТЮ",""
"ХН65МВТЮ",""
"ХН67МВТЮ-ВД","Твердость ХН67МВТЮ-ВД после закалки и старения , Пруток ГОСТ 23705-79/HB 10 -1 = 241 - 341 МПа"
"ХН67МВТЮ","Твердость ХН67МВТЮ после закалки и старения , Пруток ГОСТ 23705-79/HB 10 -1 = 241 - 341 МПа"
"ХН70ВМТЮ-ВИ","Твердость ХН70ВМТЮ-ВИ после закалки и старения , Пруток ГОСТ 23705-79/HB 10 -1 = 299 - 341 МПа"
"ХН70ВМТЮ","Твердость ХН70ВМТЮ после закалки и старения , Пруток ГОСТ 23705-79/HB 10 -1 = 299 - 341 МПа"
"ХН70ВМТЮФ-ВД","Твердость ХН70ВМТЮФ-ВД после закалки , ГОСТ 23705/HB 10 -1 = 299 - 341 МПа"
"ХН70ВМТЮФ","Твердость ХН70ВМТЮФ после закалки , ГОСТ 23705/HB 10 -1 = 299 - 341 МПа"
"ХН70ВМЮТ","Твердость ХН70ВМЮТ ,/HB 10 -1 = 277 - 302 МПа"
"ХН70МВТЮБ-ВД","Твердость ХН70МВТЮБ-ВД после закалки и старения , Пруток ГОСТ 23705-79/HB 10 -1 = 299 - 341 МПа"
"ХН70МВТЮБ-ВИ","Твердость ХН70МВТЮБ-ВИ после закалки и старения , Пруток ГОСТ 23705-79/HB 10 -1 = 299 - 341 МПа"
"ХН70МВТЮБ","Твердость ХН70МВТЮБ после закалки и старения , Пруток ГОСТ 23705-79/HB 10 -1 = 299 - 341 МПа"
"ХН70Ю",""
"ХН75ВМЮ","Твердость ХН75ВМЮ , Пруток ГОСТ 23705-79/HB 10 -1 = 255 - 321 МПа"
"ХН75МБТЮ",""
"ХН77ТЮ","Твердость ХН77ТЮ , Пруток ГОСТ 23705-79/HB 10 -1 = 255 - 321 МПа"
"ХН77ТЮР-ВД","Твердость ХН77ТЮР-ВД после закалки , Пруток ГОСТ 23705-79/HB 10 -1 = 255 - 321 МПа"
"ХН77ТЮР","Твердость ХН77ТЮР после закалки , Пруток ГОСТ 23705-79/HB 10 -1 = 255 - 321 МПа"
"ХН77ТЮРУ-ВД","Твердость ХН77ТЮРУ-ВД после закалки и старения , Пруток ГОСТ 23705-79/HB 10 -1 = 262 - 321 МПа"
"ХН77ТЮРУ-ПД","Твердость ХН77ТЮРУ-ПД после закалки и старения , Пруток ГОСТ 23705-79/HB 10 -1 = 262 - 321 МПа"
"ХН77ТЮРУ","Твердость ХН77ТЮРУ после закалки и старения , Пруток ГОСТ 23705-79/HB 10 -1 = 262 - 321 МПа"
"ХН78Т","Твердость ХН78Т после закалки , ГОСТ 25054-81/HB 10 -1 = 200 МПа"
"ХН80ТБЮ",""
"ЭИ10","Твердость ЭИ10 после закалки и отпуска ,/HB 10 -1 = 241 - 321 МПа;Твердость ЭИ10 горячекатанного отожженного , ГОСТ 20072-74/HB 10 -1 = 229 МПа"
"ЭИ107","Твердость ЭИ107 после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 197 - 269 МПа"
"ЭИ202","Твердость ЭИ202 после закалки и старения , Пруток ГОСТ 23705-79/HB 10 -1 = 241 - 341 МПа"
"ЭИ211",""
"ЭИ319",""
"ЭИ388",""
"ЭИ404",""
"ЭИ415","Твердость ЭИ415 горячекатанного отожженного , ГОСТ 20072-74/HB 10 -1 = 269 МПа"
"ЭИ417",""
"ЭИ428",""
"ЭИ435","Твердость ЭИ435 после закалки , ГОСТ 25054-81/HB 10 -1 = 200 МПа"
"ЭИ437А","Твердость ЭИ437А , Пруток ГОСТ 23705-79/HB 10 -1 = 255 - 321 МПа"
"ЭИ437Б-ВД","Твердость ЭИ437Б-ВД после закалки , Пруток ГОСТ 23705-79/HB 10 -1 = 255 - 321 МПа"
"ЭИ437Б","Твердость ЭИ437Б после закалки , Пруток ГОСТ 23705-79/HB 10 -1 = 255 - 321 МПа"
"ЭИ437БУ-ВД","Твердость ЭИ437БУ-ВД после закалки и старения , Пруток ГОСТ 23705-79/HB 10 -1 = 262 - 321 МПа"
"ЭИ437БУ-ПД","Твердость ЭИ437БУ-ПД после закалки и старения , Пруток ГОСТ 23705-79/HB 10 -1 = 262 - 321 МПа"
"ЭИ437БУ","Твердость ЭИ437БУ после закалки и старения , Пруток ГОСТ 23705-79/HB 10 -1 = 262 - 321 МПа"
"ЭИ481","Твердость ЭИ481 после отжига , Пруток ГОСТ 18907/HB 10 -1 = 269 МПа"
"ЭИ484",""
"ЭИ559А",""
"ЭИ572",""
"ЭИ578",""
"ЭИ579","Твердость ЭИ579 горячекатанного отожженного , ГОСТ 20072-74/HB 10 -1 = 269 МПа"
"ЭИ598-ВД","Твердость ЭИ598-ВД после закалки и старения , Пруток ГОСТ 23705-79/HB 10 -1 = 299 - 341 МПа"
"ЭИ598-ВИ","Твердость ЭИ598-ВИ после закалки и старения , Пруток ГОСТ 23705-79/HB 10 -1 = 299 - 341 МПа"
"ЭИ598","Твердость ЭИ598 после закалки и старения , Пруток ГОСТ 23705-79/HB 10 -1 = 299 - 341 МПа"
"ЭИ602",""
"ЭИ607",""
"ЭИ612","Твердость ЭИ612 ,/HB 10 -1 = 217 - 255 МПа"
"ЭИ617-ВИ","Твердость ЭИ617-ВИ после закалки и старения , Пруток ГОСТ 23705-79/HB 10 -1 = 299 - 341 МПа"
"ЭИ617","Твердость ЭИ617 после закалки и старения , Пруток ГОСТ 23705-79/HB 10 -1 = 299 - 341 МПа"
"ЭИ652",""
"ЭИ680","Твердость ЭИ680 после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 143 - 179 МПа"
"ЭИ69",""
"ЭИ694",""
"ЭИ695Р",""
"ЭИ696",""
"ЭИ696А",""
"ЭИ703",""
"ЭИ703Б",""
"ЭИ72",""
"ЭИ725","Твердость ЭИ725 ,/HB 10 -1 = 217 МПа"
"ЭИ726",""
"ЭИ732",""
"ЭИ736","Твердость ЭИ736 после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 302 МПа"
"ЭИ765","Твердость ЭИ765 ,/HB 10 -1 = 277 - 302 МПа"
"ЭИ787","Твердость ЭИ787 ,/HB 10 -1 = 302 - 354 МПа"
"ЭИ802","Твердость ЭИ802 после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 229 МПа;Твердость ЭИ802 после нормализации и отпуска , Пруток ГОСТ 18968-73/HB 10 -1 = 229 - 269 МПа"
"ЭИ826-ВД","Твердость ЭИ826-ВД после закалки , ГОСТ 23705/HB 10 -1 = 299 - 341 МПа"
"ЭИ826","Твердость ЭИ826 после закалки , ГОСТ 23705/HB 10 -1 = 299 - 341 МПа"
"ЭИ827","Твердость ЭИ827 , Пруток ГОСТ 23705-79/HB 10 -1 = 255 - 321 МПа"
"ЭИ835",""
"ЭИ847-ИД",""
"ЭИ847",""
"ЭИ867-ВД",""
"ЭИ867",""
"ЭИ868",""
"ЭИ893-ВД",""
"ЭИ893-ВИ",""
"ЭИ893",""
"ЭИ961","Твердость ЭИ961 , Пруток ГОСТ 5949-75/HB 10 -1 = 269 МПа"
"ЭИ962","Твердость ЭИ962 после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 285 МПа"
"ЭИ962А","Твердость ЭИ962А , Пруток ГОСТ 5949-75/HB 10 -1 = 285 МПа"
"ЭИ993","Твердость ЭИ993 после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 229 МПа"
"ЭП109-ВД","Твердость ЭП109-ВД после закалки и старения , Пруток ГОСТ 23705-79/HB 10 -1 = 302 - 363 МПа"
"ЭП109","Твердость ЭП109 после закалки и старения , Пруток ГОСТ 23705-79/HB 10 -1 = 302 - 363 МПа"
"ЭП126",""
"ЭП164",""
"ЭП182","Твердость ЭП182 горячекатанного отожженного , ГОСТ 20072-74/HB 10 -1 = 229 МПа"
"ЭП199",""
"ЭП202-ВД","Твердость ЭП202-ВД после закалки и старения , Пруток ГОСТ 23705-79/HB 10 -1 = 241 - 341 МПа"
"ЭП202","Твердость ЭП202 после закалки и старения , Пруток ГОСТ 23705-79/HB 10 -1 = 241 - 341 МПа"
"ЭП220-ВД","Твердость ЭП220-ВД после закалки и старения , Пруток ГОСТ 23705-79/HB 10 -1 = 285 - 341 МПа"
"ЭП238-ВД","Твердость ЭП238-ВД после закалки и старения , Пруток ГОСТ 23705-79/HB 10 -1 = 302 - 352 МПа"
"ЭП291","Твердость ЭП291 после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 225 МПа;Твердость ЭП291 после нормализации и отпуска , Пруток ГОСТ 18968-73/HB 10 -1 = 229 - 269 МПа"
"ЭП303",""
"ЭП303Б",""
"ЭП33",""
"ЭП428","Твердость ЭП428 после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 229 МПа;Твердость ЭП428 после нормализации и отпуска , Пруток ГОСТ 18968-73/HB 10 -1 = 229 - 269 МПа"
"ЭП44","Твердость ЭП44 горячекатанного , ГОСТ 20072-74/HB 10 -1 = 229 МПа"
"ЭП454",""
"ЭП48",""
"ЭП503",""
"ЭП505",""
"ЭП539-ВД","Твердость ЭП539-ВД после закалки и старения , Пруток ГОСТ 23705-79/HB 10 -1 = 285 - 363 МПа"
"ЭП54","Твердость ЭП54 , Поковки ГОСТ 25054-81/HB 10 -1 = 140 - 200 МПа"
"ЭП590",""
"ЭП670",""
"ЭП747",""
"ЭП752",""
"ЭП975-ИД",""
"ЭП975ИД",""
"10Х23Н18","Твердость 10Х23Н18 после закалки , ГОСТ 25054-81/HB 10 -1 = 179 МПа"
"0Х23Н18","Твердость 10Х23Н18 после закалки , ГОСТ 25054-81/HB 10 -1 = 179 МПа"
"20Х25Н20С2",""
"Х25Н20С2",""
"ЭИ283",""
"000Х18Н11","Твердость 000Х18Н11 , Поковки ГОСТ 25054-81/HB 10 -1 = 179 МПа"
"000Х18Н12",""
"000Х23Н28М3Д3Т",""
"00Х16Н15М3Б",""
"00Х18Н10","Твердость 00Х18Н10 , Поковки ГОСТ 25054-81/HB 10 -1 = 179 МПа"
"00Х20Н20М4Б",""
"02Х18Н11",""
"03Х15Н35Г7М6Б",""
"03Х16Н15М3",""
"03Х16Н15М3Б",""
"03Х18Н11","Твердость 03Х18Н11 , Поковки ГОСТ 25054-81/HB 10 -1 = 179 МПа"
"03Х18Н12",""
"03Х18Н16М3",""
"03Х21Н21М4ГБ",""
"03Х21Н32М3Б-ВИ",""
"03Х21Н32М3Б",""
"03Х22Н6М2",""
"03Х23Н6",""
"03ХН28МДТ",""
"04Х17Т",""
"04Х18Н10","Твердость 04Х18Н10 , Поковки ГОСТ 25054-81/HB 10 -1 = 179 МПа"
"06Х12Н3Д","Твердость 06Х12Н3Д , Поковки/HB 10 -1 = 207 - 293 МПа"
"06Х16Н15М2Г2ТФР-ИД",""
"06Х16Н15М2Г2ТФР",""
"06Х18Н10Т",""
"06Х18Н11",""
"06ХН28МДТ","Твердость 06ХН28МДТ , Поковки ГОСТ 25054-81/HB 10 -1 = 200 МПа"
"06ХН28МТ",""
"07Х16Н4Б","Твердость 07Х16Н4Б , Поковки ГОСТ 25054-81/HB 10 -1 = 269 - 302 МПа"
"07Х16Н6","Твердость 07Х16Н6 , Поковки ГОСТ 25054-81/HB 10 -1 = 341 - 415 МПа"
"08Х10Н20Т2",""
"08Х13","Твердость 08Х13 после закалки и отпуска , ГОСТ 25054-81/HB 10 -1 = 187 - 229 МПа;Твердость 08Х13 после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 116 - 179 МПа;Твердость 08Х13 после нормализации и отпуска , Пруток ГОСТ 18968-73/HB 10 -1 = 187 - 217 МПа"
"08Х14МФ-Ш",""
"08Х14МФ",""
"08Х14Ф",""
"08Х15Н5Д2Т-Ш",""
"08Х15Н5Д2Т",""
"08Х15Н5Д2ТУ-ВД",""
"08Х15Н5Д2ТУ-Ш",""
"08Х15Н5Д2ТУ",""
"08Х17Н13М2Т",""
"08Х17Н15М3Т","Твердость 08Х17Н15М3Т , Поковки ГОСТ 25054-81/HB 10 -1 = 200 МПа"
"08Х17Н5М3","Твердость 08Х17Н5М3 , Поковки ГОСТ 25054-81/HB 10 -1 = 341 - 415 МПа"
"08Х17Н6Т",""
"08Х17Т",""
"08Х18Г8Н2Т",""
"08Х18Н10","Твердость 08Х18Н10 , Поковки ГОСТ 25054-81/HB 10 -1 = 170 МПа"
"08Х18Н10Т","Твердость 08Х18Н10Т , Поковки ГОСТ 25054-81/HB 10 -1 = 179 МПа"
"08Х18Н12Б",""
"08Х18Н12Т",""
"08Х18Т1",""
"08Х18Тч",""
"08Х22Н6Т","Твердость 08Х22Н6Т , Поковки ГОСТ 25054-81/HB 10 -1 = 140 - 200 МПа"
"08ХГСБДП",""
"08ХГСДП",""
"09Х15Н8Ю",""
"09Х15Н8Ю1",""
"09Х16Н4Б","Твердость 09Х16Н4Б после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 321 МПа;Твердость 09Х16Н4Б , Поковки ГОСТ 25054-81/HB 10 -1 = 269 - 302 МПа"
"09Х17Н-Ш",""
"09Х17Н",""
"09Х17Н7Ю",""
"09Х17Н7Ю1",""
"09Х18Н10Т",""
"0Х10Н20Т2",""
"0Х13","Твердость 0Х13 после закалки и отпуска , ГОСТ 25054-81/HB 10 -1 = 187 - 229 МПа;Твердость 0Х13 после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 116 - 179 МПа;Твердость 0Х13 после нормализации и отпуска , Пруток ГОСТ 18968-73/HB 10 -1 = 187 - 217 МПа"
"0Х15Н65М16В","Твердость 0Х15Н65М16В , Поковки ГОСТ 25054-81/HB 10 -1 = 220 МПа"
"0Х17Н13М2Т",""
"0Х17Н16М3Т","Твердость 0Х17Н16М3Т , Поковки ГОСТ 25054-81/HB 10 -1 = 200 МПа"
"0Х17Н7Ю",""
"0Х17Н7Ю1",""
"0Х17Т",""
"0Х18Г8Н2Т",""
"0Х18Н10","Твердость 0Х18Н10 , Поковки ГОСТ 25054-81/HB 10 -1 = 170 МПа"
"0Х18Н10Т","Твердость 0Х18Н10Т , Поковки ГОСТ 25054-81/HB 10 -1 = 179 МПа"
"0Х18Н11",""
"0Х18Н12Б",""
"0Х18Н12Т",""
"0Х18Н5Г12АБ",""
"0Х18Т1",""
"0Х20Н4АГ10",""
"0Х22Н5Т","Твердость 0Х22Н5Т , Поковки ГОСТ 25054-81/HB 10 -1 = 140 - 200 МПа"
"0Х23Н28М3Д3Т","Твердость 0Х23Н28М3Д3Т , Поковки ГОСТ 25054-81/HB 10 -1 = 200 МПа"
"10Х12НД","Твердость 10Х12НД , Поковки/HB 10 -1 = 207 - 255 МПа"
"10Х14АГ15",""
"10Х14Г14Н3",""
"10Х17Н13М2Т","Твердость 10Х17Н13М2Т , Поковки ГОСТ 25054-81/HB 10 -1 = 200 МПа"
"10Х17Н13М3Т","Твердость 10Х17Н13М3Т , Поковки ГОСТ 25054-81/HB 10 -1 = 200 МПа"
"10Х18Н10Т",""
"10Х9МФБ-Ш","Твердость 10Х9МФБ-Ш , Трубы/HB 10 -1 = 255 МПа"
"10Х9МФБ","Твердость 10Х9МФБ-Ш , Трубы/HB 10 -1 = 255 МПа"
"12Х11В2МФ","Твердость 12Х11В2МФ , Трубы/HB 10 -1 = 255 МПа"
"12Х12М1БФР-Ш",""
"12Х12М1БФР",""
"12Х13","Твердость 12Х13 после закалки и отпуска , ГОСТ 25054-81/HB 10 -1 = 187 - 229 МПа;Твердость 12Х13 после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 121 - 197 МПа;Твердость 12Х13 после отжига , Пруток ГОСТ 18907-73/HB 10 -1 = 121 - 187 МПа;Твердость 12Х13 после нормализации и отпуска , Пруток ГОСТ 18968-73/HB 10 -1 = 192 - 229 МПа"
"12Х17","Твердость 12Х17 после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 126 - 197 МПа"
"12Х17Г9АН4",""
"12Х18Н10Е",""
"12Х18Н12Т",""
"12Х18Н9","Твердость 12Х18Н9 , Поковки ГОСТ 25054-81/HB 10 -1 = 179 МПа"
"12Х18Н9Т","Твердость 12Х18Н9Т , Поковки ГОСТ 25054-81/HB 10 -1 = 170 МПа"
"12Х21Н5Т",""
"13Х16Н3Б","Твердость 13Х16Н3Б , Поковки/HB 10 -1 = 207 - 285 МПа"
"14Х17Н2","Твердость 14Х17Н2 после закалки и отпуска , ГОСТ 25054-81/HB 10 -1 = 228 - 293 МПа;Твердость 14Х17Н2 после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 285 МПа;Твердость 14Х17Н2 после отжига , Пруток ГОСТ 18907-73/HB 10 -1 = 302 МПа"
"15Х17АГ14",""
"15Х18Н12С4ТЮ",""
"15Х25Т",""
"15Х28",""
"17Х18Н9",""
"18Х15Н3М-Ш",""
"18Х15Н3М",""
"1Х13","Твердость 1Х13 после закалки и отпуска , ГОСТ 25054-81/HB 10 -1 = 187 - 229 МПа;Твердость 1Х13 после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 121 - 197 МПа;Твердость 1Х13 после отжига , Пруток ГОСТ 18907-73/HB 10 -1 = 121 - 187 МПа;Твердость 1Х13 после нормализации и отпуска , Пруток ГОСТ 18968-73/HB 10 -1 = 192 - 229 МПа"
"1Х17Н2","Твердость 1Х17Н2 после закалки и отпуска , ГОСТ 25054-81/HB 10 -1 = 228 - 293 МПа;Твердость 1Х17Н2 после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 285 МПа;Твердость 1Х17Н2 после отжига , Пруток ГОСТ 18907-73/HB 10 -1 = 302 МПа"
"1Х18Н10Т",""
"1Х21Н5Т",""
"20Х13","Твердость 20Х13 после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 126 - 197 МПа;Твердость 20Х13 после нормализации и отпуска , Пруток ГОСТ 18968-73/HB 10 -1 = 207 - 241 МПа;Твердость 20Х13 , Поковки ГОСТ 25054-81/HB 10 -1 = 197 - 248 МПа"
"20Х13Н4Г9",""
"20Х17Н2","Твердость 20Х17Н2 после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 285 МПа;Твердость 20Х17Н2 , Поковки ГОСТ 25054-81/HB 10 -1 = 248 - 293 МПа"
"25Х13Н2","Твердость 25Х13Н2 после отжига ,/HB 10 -1 = 207 - 285 МПа"
"25Х17Н2В-Ш",""
"25Х17Н2В",""
"2Х13","Твердость 2Х13 после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 126 - 197 МПа;Твердость 2Х13 после нормализации и отпуска , Пруток ГОСТ 18968-73/HB 10 -1 = 207 - 241 МПа;Твердость 2Х13 , Поковки ГОСТ 25054-81/HB 10 -1 = 197 - 248 МПа"
"2Х13Н4Г9",""
"2Х14Н2","Твердость 2Х14Н2 после отжига ,/HB 10 -1 = 207 - 285 МПа"
"2Х17Н2","Твердость 2Х17Н2 после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 285 МПа;Твердость 2Х17Н2 , Поковки ГОСТ 25054-81/HB 10 -1 = 248 - 293 МПа"
"2Х18Н9",""
"30Х10Г10",""
"30Х13","Твердость 30Х13 после закалки и отпуска , ГОСТ 25054-81/HB 10 -1 = 235 - 277 МПа;Твердость 30Х13 после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 131 - 207 МПа"
"35Н32КХМ",""
"3Х13","Твердость 3Х13 после закалки и отпуска , ГОСТ 25054-81/HB 10 -1 = 235 - 277 МПа;Твердость 3Х13 после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 131 - 207 МПа"
"40Х13","Твердость 40Х13 после закалки и отпуска ,/HB 10 -1 = 460 - 550 МПа;Твердость 40Х13 после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 143 - 229 МПа"
"45КХНМВТ",""
"48КХВН",""
"4Х13","Твердость 4Х13 после закалки и отпуска ,/HB 10 -1 = 460 - 550 МПа;Твердость 4Х13 после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 143 - 229 МПа"
"65Х13",""
"95Х18","Твердость 95Х18 после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 269 МПа"
"9Х18","Твердость 9Х18 после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 269 МПа"
"X18H10E",""
"ВНС-2-Ш",""
"ДИ-13",""
"ДИ-21",""
"ДИ-77",""
"ДИ1-Ш",""
"ДИ1",""
"ДИ82-Ш","Твердость ДИ82-Ш, Трубы/HB 10 -1 = 255 МПа"
"ДИ82","Твердость ДИ82 , Трубы/HB 10 -1 = 255 МПа"
"КО-3",""
"Н70МФ",""
"Н70МФВ",""
"НН3",""
"НН3Б",""
"Х14АГ5",""
"Х15Н9Ю",""
"Х16Н6","Твердость 07Х16Н6 , Поковки ГОСТ 25054-81/HB 10 -1 = 341 - 415 МПа"
"Х17","Твердость 12Х17 после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 126 - 197 МПа"
"Х17Г9АН4",""
"Х17Н13М2Т","Твердость 10Х17Н13М2Т , Поковки ГОСТ 25054-81/HB 10 -1 = 200 МПа"
"Х17Н13М3Т","Твердость 10Х17Н13М3Т , Поковки ГОСТ 25054-81/HB 10 -1 = 200 МПа"
"Х17Н5М3","Твердость 08Х17Н5М3 , Поковки ГОСТ 25054-81/HB 10 -1 = 341 - 415 МПа"
"Х18Н12Т",""
"Х18Н9","Твердость 12Х18Н9 , Поковки ГОСТ 25054-81/HB 10 -1 = 179 МПа"
"Х18Н9Т","Твердость 12Х18Н9Т , Поковки ГОСТ 25054-81/HB 10 -1 = 170 МПа"
"Х25Т",""
"Х28",""
"ХК62М6Л",""
"ХН58В",""
"ХН65МВ","Твердость ХН65МВ , Поковки ГОСТ 25054-81/HB 10 -1 = 220 МПа"
"ХН65МВУ",""
"ЧС130",""
"ЧС33-ВИ",""
"ЧС33",""
"ЧС68-ИД",""
"ЧС68",""
"ЭИ100",""
"ЭИ229","Твердость ЭИ229 после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 269 МПа"
"ЭИ268","Твердость ЭИ268 после закалки и отпуска , ГОСТ 25054-81/HB 10 -1 = 228 - 293 МПа;Твердость ЭИ268 после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 285 МПа;Твердость ЭИ268 после отжига , Пруток ГОСТ 18907-73/HB 10 -1 = 302 МПа"
"ЭИ349",""
"ЭИ35",""
"ЭИ402",""
"ЭИ432","Твердость ЭИ432 , Поковки ГОСТ 25054-81/HB 10 -1 = 200 МПа"
"ЭИ439",""
"ЭИ448","Твердость ЭИ448 , Поковки ГОСТ 25054-81/HB 10 -1 = 200 МПа"
"ЭИ474","Твердость ЭИ474 после отжига ,/HB 10 -1 = 207 - 285 МПа"
"ЭИ496","Твердость ЭИ496 после закалки и отпуска , ГОСТ 25054-81/HB 10 -1 = 187 - 229 МПа;Твердость ЭИ496 после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 116 - 179 МПа;Твердость ЭИ496 после нормализации и отпуска , Пруток ГОСТ 18968-73/HB 10 -1 = 187 - 217 МПа"
"ЭИ580","Твердость ЭИ580 , Поковки ГОСТ 25054-81/HB 10 -1 = 200 МПа"
"ЭИ645",""
"ЭИ654",""
"ЭИ684",""
"ЭИ811",""
"ЭИ842","Твердость ЭИ842 , Поковки ГОСТ 25054-81/HB 10 -1 = 179 МПа"
"ЭИ844Б",""
"ЭИ878",""
"ЭИ904",""
"ЭИ914","Твердость ЭИ914 , Поковки ГОСТ 25054-81/HB 10 -1 = 179 МПа"
"ЭИ925","Твердость ЭИ925 , Поковки ГОСТ 25054-81/HB 10 -1 = 341 - 415 МПа"
"ЭИ943","Твердость ЭИ943 , Поковки ГОСТ 25054-81/HB 10 -1 = 200 МПа"
"ЭП288","Твердость ЭП288 , Поковки ГОСТ 25054-81/HB 10 -1 = 341 - 415 МПа"
"ЭП410-Ш",""
"ЭП410",""
"ЭП410У-ВД",""
"ЭП410У-Ш",""
"ЭП410У",""
"ЭП450-Ш",""
"ЭП450",""
"ЭП47",""
"ЭП516",""
"ЭП53","Твердость ЭП53 , Поковки ГОСТ 25054-81/HB 10 -1 = 140 - 200 МПа"
"ЭП550","Твердость ЭП550 , Поковки ГОСТ 25054-81/HB 10 -1 = 179 МПа"
"ЭП56","Твердость ЭП56 после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 321 МПа;Твердость ЭП56 , Поковки ГОСТ 25054-81/HB 10 -1 = 269 - 302 МПа"
"ЭП567","Твердость ЭП567 , Поковки ГОСТ 25054-81/HB 10 -1 = 220 МПа"
"ЭП760",""
"ЭП795",""
"ЭП814А",""
"ЭП864",""
"L-Ni35","Твердость L-Ni35 , ГОСТ 7769-82/HB 10 -1 = 120 - 140 МПа"
"L-NiCr20-2","Твердость L-NiCr20-2 , ГОСТ 7769-82/HB 10 -1 = 120 - 215 МПа"
"L-NiCr20-3","Твердость L-NiCr20-3 , ГОСТ 7769-82/HB 10 -1 = 160 - 250 МПа"
"L-NiCr30-3","Твердость L-NiCr30-3 , ГОСТ 7769-82/HB 10 -1 = 120 - 215 МПа"
"L-NiCuCr15-6-2","Твердость L-NiCuCr15-6-2 , ГОСТ 7769-82/HB 10 -1 = 140 - 200 МПа"
"L-NiCuCr15-6-3","Твердость L-NiCuCr15-6-3 , ГОСТ 7769-82/HB 10 -1 = 150 - 250 МПа"
"L-NiMn13-7","Твердость L-NiMn13-7 , ГОСТ 7769-82/HB 10 -1 = 120 - 150 МПа"
